gender,orientation,gender_orientation,age,ethnicity,country,education_phase,religion_type,religion_seriosity,man_with_100,woman_with_100
Man,Gay,Gay_male,25,White,NY,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,NJ,Graduated from,Catholicism,and very serious about it,No,No
Man,Straight,Hetero_male,45,White,PA,Graduated from,Agnosticism,NA,No,No
Man,Gay,Gay_male,28,White,France,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,27,"Asian, Middle Eastern, Black, Native American, Indian, Pacific Islander, Hispanic / Latin, White, Other",FL,Graduated from,Agnosticism,and laughing about it,Yes,Yes
Man,Straight,Hetero_male,24,White,MA,Graduated from,Catholicism,but not too serious about it,Yes,Yes
Woman,Straight,Hetero_female,27,White,OR,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,30,White,Quebec,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,34,White,Quebec,Graduated from,Christianity,and laughing about it,No,No
Man,Straight,Hetero_male,42,White,AR,Graduated from,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,40,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,41,White,MD,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,40,White,WI,Graduated from,Christianity,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,28,White,TX,Graduated from,-,NA,No,No
Man,Gay,Gay_male,27,White,WI,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,28,"Native American, Hispanic / Latin, White",OR,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,34,"Hispanic / Latin, White",OH,Graduated from,-,NA,No,No
Man,Gay,Gay_male,44,Black,NC,Graduated from,-,NA,No,No
Man,Gay,Gay_male,42,Hispanic / Latin,CA,Dropped out of,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,24,NA,AL,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,30,"Black, Other",PA,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,NA,CA,NA,-,NA,No,No
Man,Gay,Gay_male,34,White,MI,Working on,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,38,White,NY,NA,Other,NA,No,No
Woman,Bisexual,Bisexual_female,20,Hispanic / Latin,CA,Working on,-,NA,No,No
Man,Straight,Hetero_male,39,White,Ontario,NA,-,NA,No,No
Woman,Straight,Hetero_female,32,"Black, White",IL,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,34,White,OH,NA,Atheism,but not too serious about it,No,No
Woman,Straight,Hetero_female,27,White,IN,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,30,White,MO,Working on,Agnosticism,NA,No,No
Woman,Bisexual,Bisexual_female,33,White,MN,Graduated from,Other,and very serious about it,No,No
Man,Bisexual,Bisexual_male,26,White,UK,Graduated from,Atheism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,22,NA,MA,NA,-,NA,No,No
Man,Straight,Hetero_male,29,Hispanic / Latin,TX,Dropped out of,Other,and laughing about it,Yes,Yes
Woman,Straight,Hetero_female,36,White,WA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,25,White,FL,Graduated from,Other,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,47,Other,CT,Graduated from,Other,NA,No,No
Man,Bisexual,Bisexual_male,30,White,KS,Working on,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,26,White,MA,Dropped out of,Other,and laughing about it,Yes,Yes
Man,Gay,Gay_male,22,White,UK,Working on,-,NA,No,No
Woman,Straight,Hetero_female,29,White,MS,Working on,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,40,White,Ontario,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,22,NA,NY,NA,Agnosticism,NA,No,No
Woman,Bisexual,Bisexual_female,29,White,CA,NA,-,NA,No,No
Man,Bisexual,Bisexual_male,28,Black,IL,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,23,White,NJ,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,31,Other,Australia,Working on,-,NA,No,No
Man,Gay,Gay_male,24,White,OR,Working on,Other,and very serious about it,No,No
Woman,Gay,Gay_female,36,Other,CA,NA,Other,and somewhat serious about it,No,No
Man,Straight,Hetero_male,33,White,NC,Graduated from,Christianity,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,26,White,NM,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,42,White,TX,Dropped out of,Agnosticism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,NY,Graduated from,Judaism,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,37,NA,Germany,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,27,White,FL,NA,Buddhism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,50,White,UK,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,25,White,Germany,NA,Agnosticism,NA,No,No
Man,Gay,Gay_male,64,White,PA,Graduated from,Christianity,and laughing about it,No,No
Man,Gay,Gay_male,35,NA,Australia,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,40,White,Alberta,Graduated from,Other,but not too serious about it,No,No
Man,Gay,Gay_male,31,White,OR,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,34,White,Germany,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,34,White,KS,Graduated from,Atheism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,39,"Black, Other",CO,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,31,White,MI,Working on,-,NA,No,No
Man,Straight,Hetero_male,31,White,NY,Graduated from,-,NA,No,No
Man,Bisexual,Bisexual_male,29,White,MA,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Straight,Hetero_female,29,White,NC,Graduated from,Christianity,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,24,White,NY,NA,Agnosticism,NA,No,No
Woman,Bisexual,Bisexual_female,23,White,NC,Working on,Atheism,NA,No,No
Woman,Straight,Hetero_female,37,White,NV,Dropped out of,Agnosticism,NA,No,No
Man,Straight,Hetero_male,40,"Native American, Hispanic / Latin, White",Mexico,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,31,White,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,NA,Germany,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,28,White,GA,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,39,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,51,White,NY,Graduated from,Other,and somewhat serious about it,No,No
Woman,Bisexual,Bisexual_female,33,White,NC,Working on,Agnosticism,NA,No,No
Woman,Straight,Hetero_female,27,White,IA,Working on,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,44,White,OR,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,32,Hispanic / Latin,CA,Dropped out of,Agnosticism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,27,White,GA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,37,White,NY,Dropped out of,Catholicism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,40,White,FL,Graduated from,Christianity,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,CA,Graduated from,Other,NA,No,No
Man,Straight,Hetero_male,31,"Black, Hispanic / Latin",FL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,26,White,TX,Graduated from,Other,and very serious about it,Yes,Yes
Woman,Straight,Hetero_female,32,Black,MA,Graduated from,Other,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,33,White,OR,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,TX,Dropped out of,Atheism,and very serious about it,No,No
Man,Gay,Gay_male,31,Indian,CA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,35,White,OK,Dropped out of,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,28,White,IL,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,44,"Middle Eastern, White",CA,Graduated from,Judaism,but not too serious about it,No,No
Man,Straight,Hetero_male,33,Other,UK,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,31,"Black, Native American",GA,Dropped out of,Christianity,NA,Yes,Yes
Man,Straight,Hetero_male,42,White,Ontario,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,29,White,MA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,42,White,TX,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,31,White,CA,Graduated from,Judaism,but not too serious about it,No,No
Woman,Straight,Hetero_female,33,NA,PA,NA,-,NA,No,No
Man,Straight,Hetero_male,29,White,PA,Graduated from,Atheism,and very serious about it,No,No
Man,Gay,Gay_male,37,White,CA,Graduated from,Christianity,NA,No,No
Man,Bisexual,Bisexual_male,28,White,UK,NA,-,NA,No,No
Man,Straight,Hetero_male,18,White,MN,Working on,Other,and laughing about it,No,No
Man,Gay,Gay_male,34,White,NY,Graduated from,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,GA,Graduated from,Agnosticism,NA,Yes,Yes
Man,Straight,Hetero_male,31,White,MI,Graduated from,Christianity,and somewhat serious about it,Yes,Yes
Man,Straight,Hetero_male,32,NA,OK,NA,-,NA,No,No
Man,Straight,Hetero_male,37,Other,UK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,36,White,Thailand,Graduated from,Agnosticism,and laughing about it,No,No
Woman,Bisexual,Bisexual_female,31,Other,CA,NA,Other,NA,No,No
Man,Straight,Hetero_male,33,White,IL,Graduated from,Other,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,30,White,MA,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,29,White,Czech Republic,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,57,White,CA,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,35,White,TX,Working on,Christianity,but not too serious about it,No,Yes
Man,Straight,Hetero_male,21,White,KS,Graduated from,Christianity,but not too serious about it,No,Yes
Woman,Straight,Hetero_female,31,"Hispanic / Latin, Other",CA,Graduated from,Agnosticism,but not too serious about it,No,No
Woman,Straight,Hetero_female,29,White,IN,Working on,Catholicism,but not too serious about it,No,No
Man,Gay,Gay_male,31,White,OH,Graduated from,Christianity,and laughing about it,No,No
Man,Straight,Hetero_male,26,White,MO,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,29,White,NY,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,36,White,NC,Graduated from,Atheism,and laughing about it,No,No
Man,Gay,Gay_male,25,White,MA,Graduated from,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,29,Black,NY,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,31,Hispanic / Latin,NY,Graduated from,Christianity,and somewhat serious about it,No,Yes
Woman,Bisexual,Bisexual_female,28,"Native American, White",TX,Working on,Buddhism,but not too serious about it,No,No
Man,Straight,Hetero_male,38,White,CA,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,CA,Dropped out of,Agnosticism,and laughing about it,Yes,Yes
Man,Gay,Gay_male,52,White,OR,Graduated from,Agnosticism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,22,White,OH,Working on,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,37,White,UT,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,33,White,OK,Working on,-,NA,No,No
Man,Straight,Hetero_male,39,White,CO,Graduated from,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,27,Hispanic / Latin,NJ,Graduated from,Catholicism,but not too serious about it,No,Yes
Man,Straight,Hetero_male,27,White,WA,Dropped out of,Other,and laughing about it,No,No
Man,Bisexual,Bisexual_male,32,White,UK,Dropped out of,Atheism,NA,No,No
Man,Straight,Hetero_male,29,NA,DC,Graduated from,-,NA,No,No
Woman,Bisexual,Bisexual_female,33,White,WA,Working on,Other,but not too serious about it,No,No
Man,Straight,Hetero_male,31,Black,MD,Working on,Christianity,NA,No,No
Man,Straight,Hetero_male,39,White,Australia,Dropped out of,Agnosticism,and somewhat serious about it,No,No
Woman,Straight,Hetero_female,36,Hispanic / Latin,IL,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,33,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Gay,Gay_male,45,White,OR,Graduated from,Other,and laughing about it,No,No
Man,Straight,Hetero_male,29,White,South Africa,Graduated from,Judaism,and laughing about it,No,No
Man,Straight,Hetero_male,30,Other,MD,NA,-,NA,No,No
Man,Gay,Gay_male,39,"Native American, White",MO,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,26,White,Austria,Dropped out of,Atheism,and very serious about it,No,No
Man,Straight,Hetero_male,35,White,NJ,Graduated from,Agnosticism,and laughing about it,No,No
Man,Gay,Gay_male,32,White,CA,Graduated from,Agnosticism,but not too serious about it,No,No
Man,Gay,Gay_male,33,Other,MN,Graduated from,Other,NA,No,No
Woman,Straight,Hetero_female,27,White,VA,Graduated from,Atheism,and somewhat serious about it,No,No
Man,Straight,Hetero_male,36,White,OR,Dropped out of,Atheism,and laughing about it,No,No
Man,Straight,Hetero_male,31,White,SC,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,36,"White, Other",CO,Graduated from,Catholicism,but not too serious about it,No,No
Man,Straight,Hetero_male,31,White,AZ,Working on,Atheism,and laughing about it,No,No
Man,Gay,Gay_male,44,White,CO,Graduated from,Atheism,NA,No,No
Man,Straight,Hetero_male,36,White,Alberta,Dropped out of,Buddhism,and laughing about it,No,No
Man,Straight,Hetero_male,26,White,KS,Graduated from,Catholicism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,20,"Native American, Hispanic / Latin",CA,Working on,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,39,White,OK,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,35,White,Switzerland,NA,Atheism,NA,No,No
Man,Bisexual,Bisexual_male,28,NA,LA,Graduated from,Other,and very serious about it,No,No
Woman,Straight,Hetero_female,35,NA,Greece,NA,Atheism,and very serious about it,No,No
Woman,Straight,Hetero_female,39,White,NM,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,32,"Hispanic / Latin, White",MN,Graduated from,Christianity,and very serious about it,No,No
Man,Straight,Hetero_male,26,White,MN,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,30,"Hispanic / Latin, White",MI,Graduated from,Catholicism,but not too serious about it,No,No
Man,Gay,Gay_male,50,White,Ontario,Graduated from,Christianity,but not too serious about it,No,No
Man,Gay,Gay_male,47,White,GA,NA,Agnosticism,NA,No,No
Man,Straight,Hetero_male,34,White,VA,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,47,White,WA,Graduated from,Christianity,but not too serious about it,No,No
Man,Straight,Hetero_male,33,NA,Italy,Graduated from,Atheism,and laughing about it,No,No
Man,Gay,Gay_male,54,White,IA,NA,Christianity,NA,Yes,Yes
Woman,Bisexual,Bisexual_female,24,White,IL,Working on,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,White,SC,NA,-,NA,No,No
Woman,Straight,Hetero_female,29,NA,CA,Working on,-,NA,Yes,Yes
Man,Gay,Gay_male,30,"Hispanic / Latin, White",CT,Graduated from,Catholicism,NA,No,No
Woman,Straight,Hetero_female,41,White,Australia,Dropped out of,-,NA,No,No
Man,Straight,Hetero_male,27,White,AL,Graduated from,Agnosticism,NA,No,No
Man,Straight,Hetero_male,41,White,TX,NA,Other,NA,No,No
Man,Gay,Gay_male,22,Other,NY,Working on,Atheism,but not too serious about it,No,No
Woman,Bisexual,Bisexual_female,23,White,NY,NA,-,NA,No,No
Man,Straight,Hetero_male,47,White,NJ,Graduated from,Judaism,and laughing about it,No,No
Woman,Straight,Hetero_female,37,White,British Columbia,NA,-,NA,No,No
Woman,Straight,Hetero_female,41,White,OH,Working on,Other,but not too serious about it,No,No
Woman,Straight,Hetero_female,28,White,NY,Graduated from,Atheism,NA,No,No
Man,Gay,Gay_male,30,White,MI,Graduated from,Atheism,and very serious about it,No,No
Woman,Bisexual,Bisexual_female,26,White,MS,NA,Christianity,NA,No,No
Man,Straight,Hetero_male,29,White,TX,Working on,Catholicism,but not too serious about it,Yes,Yes
Man,Straight,Hetero_male,31,NA,Ireland,NA,Agnosticism,and laughing about it,No,No
Man,Straight,Hetero_male,48,White,NM,Graduated from,Christianity,but not too serious about it,No,No
Man,Gay,Gay_male,48,White,GA,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,44,White,CA,Dropped out of,Christianity,and somewhat serious about it,No,No
Man,Straight,Hetero_male,26,White,NJ,Working on,Atheism,NA,No,No
Man,Straight,Hetero_male,43,White,KY,Dropped out of,Other,and laughing about it,No,No
Man,Straight,Hetero_male,33,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Gay,Gay_male,30,White,CA,Graduated from,Atheism,but not too serious about it,No,No
Man,Straight,Hetero_male,30,Indian,South Africa,Graduated from,Christianity,and very serious about it,No,No
Woman,Gay,Gay_female,27,Middle Eastern,Ontario,NA,-,NA,No,No
Woman,Straight,Hetero_female,49,Other,NY,Graduated from,Christianity,and somewhat serious about it,Yes,Yes
Man,Gay,Gay_male,18,Native American,AZ,Working on,Christianity,but not too serious about it,Yes,No
Man,Straight,Hetero_male,33,White,Spain,NA,-,NA,No,No
Man,Straight,Hetero_male,30,White,NH,Graduated from,Agnosticism,and very serious about it,No,No
Man,Straight,Hetero_male,33,White,Alberta,Graduated from,-,NA,No,No
Man,Gay,Gay_male,29,White,NY,Graduated from,Atheism,NA,No,No
Woman,Straight,Hetero_female,31,White,MA,Graduated from,-,NA,Yes,Yes
Man,Straight,Hetero_male,32,White,NY,Graduated from,Christianity,NA,No,No
Man,Straight,Hetero_male,41,"Middle Eastern, White",CA,Graduated from,Judaism,but not too serious about it,No,No
Woman,Straight,Hetero_female,35,White,CA,Graduated from,-,NA,No,No
Woman,Straight,Hetero_female,41,White,Ontario,Graduated from,-,NA,No,No
Man,Straight,Hetero_male,45,"Middle Eastern, Other",MI,NA,Catholicism,NA,No,No
Man,Straight,Hetero_male,35,Asian,CA,Graduated from,Agnosticism,but not too serious about it,No,Yes
